article_id,question_id,part_id,question_number,article_number,article_title,citation_label,parse_status,segment_count,segment_types,missing_segment_types,char_count,warning_types,suspiciously_short,source_url
st.i-ii.q077.a002,st.i-ii.q077,i-ii,77,2,Can it overcome the reason against the latter's knowledge?,I-II q.77 a.2,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],5396,[],False,https://www.newadvent.org/summa/2077.htm#article2
st.i-ii.q077.a003,st.i-ii.q077,i-ii,77,3,Is a sin resulting from a passion a sin of weakness?,I-II q.77 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2415,[],False,https://www.newadvent.org/summa/2077.htm#article3
st.i-ii.q077.a004,st.i-ii.q077,i-ii,77,4,Is the passion of self-love the cause of every sin?,I-II q.77 a.4,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],1456,[],False,https://www.newadvent.org/summa/2077.htm#article4
st.i-ii.q077.a005,st.i-ii.q077,i-ii,77,5,"Three causes mentioned in 1 Jn. 2:16: ""Concupiscence of the eyes, Concupiscence of the flesh,"" and ""Pride of life""",I-II q.77 a.5,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3172,[],False,https://www.newadvent.org/summa/2077.htm#article5
st.i-ii.q077.a006,st.i-ii.q077,i-ii,77,6,Does the passion which causes a sin diminish it?,I-II q.77 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2221,[],False,https://www.newadvent.org/summa/2077.htm#article6
st.i-ii.q077.a007,st.i-ii.q077,i-ii,77,7,Does passion excuse from sin altogether?,I-II q.77 a.7,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2838,[],False,https://www.newadvent.org/summa/2077.htm#article7
st.i-ii.q077.a008,st.i-ii.q077,i-ii,77,8,Can a sin committed through passion be mortal?,I-II q.77 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1834,[],False,https://www.newadvent.org/summa/2077.htm#article8
st.i-ii.q078.a001,st.i-ii.q078,i-ii,78,1,"Is it possible for anyone to sin through certain malice, i.e. purposely?",I-II q.78 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3585,[],False,https://www.newadvent.org/summa/2078.htm#article1
st.i-ii.q078.a002,st.i-ii.q078,i-ii,78,2,"Does everyone who sins through habit, sin through certain malice?",I-II q.78 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2432,[],False,https://www.newadvent.org/summa/2078.htm#article2
st.i-ii.q078.a003,st.i-ii.q078,i-ii,78,3,"Does everyone who sins through certain malice, sin through habit?",I-II q.78 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2675,[],False,https://www.newadvent.org/summa/2078.htm#article3
st.i-ii.q078.a004,st.i-ii.q078,i-ii,78,4,"Is it more grievous to sin through certain malice, than through passion?",I-II q.78 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2861,[],False,https://www.newadvent.org/summa/2078.htm#article4
st.i-ii.q079.a001,st.i-ii.q079,i-ii,79,1,Is God a cause of sin?,I-II q.79 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3741,[],False,https://www.newadvent.org/summa/2079.htm#article1
st.i-ii.q079.a002,st.i-ii.q079,i-ii,79,2,Is the act of sin from God?,I-II q.79 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1959,[],False,https://www.newadvent.org/summa/2079.htm#article2
st.i-ii.q079.a003,st.i-ii.q079,i-ii,79,3,Is God the cause of spiritual blindness and hardness of heart?,I-II q.79 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2666,[],False,https://www.newadvent.org/summa/2079.htm#article3
st.i-ii.q079.a004,st.i-ii.q079,i-ii,79,4,Are these things directed to the salvation of those who are blinded or hardened?,I-II q.79 a.4,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],1862,[],False,https://www.newadvent.org/summa/2079.htm#article4
st.i-ii.q080.a001,st.i-ii.q080,i-ii,80,1,Is the devil directly the cause of sin?,I-II q.80 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2814,[],False,https://www.newadvent.org/summa/2080.htm#article1
st.i-ii.q080.a002,st.i-ii.q080,i-ii,80,2,"Does the devil induce us to sin, by persuading us inwardly?",I-II q.80 a.2,ok,3,"[""resp"", ""ad"", ""ad""]",[],3248,[],False,https://www.newadvent.org/summa/2080.htm#article2
st.i-ii.q080.a003,st.i-ii.q080,i-ii,80,3,Can he make us sin of necessity?,I-II q.80 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1311,[],False,https://www.newadvent.org/summa/2080.htm#article3
st.i-ii.q080.a004,st.i-ii.q080,i-ii,80,4,Are all sins due to the devil's suggestion?,I-II q.80 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1204,[],False,https://www.newadvent.org/summa/2080.htm#article4
st.i-ii.q081.a001,st.i-ii.q081,i-ii,81,1,"Is man's first sin transmitted, by way of origin to his descendants?",I-II q.81 a.1,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],5624,[],False,https://www.newadvent.org/summa/2081.htm#article1
st.i-ii.q081.a002,st.i-ii.q081,i-ii,81,2,"Are all the other sins of our first parent, or of any other parents, transmitted to their descendants, by way of origin?",I-II q.81 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2780,[],False,https://www.newadvent.org/summa/2081.htm#article2
st.i-ii.q081.a003,st.i-ii.q081,i-ii,81,3,Is original sin contracted by all those who are begotten of Adam by way of seminal generation?,I-II q.81 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2306,[],False,https://www.newadvent.org/summa/2081.htm#article3
st.i-ii.q081.a004,st.i-ii.q081,i-ii,81,4,Would it be contracted by anyone formed miraculously from some part of the human body?,I-II q.81 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1502,[],False,https://www.newadvent.org/summa/2081.htm#article4
st.i-ii.q081.a005,st.i-ii.q081,i-ii,81,5,"Would original sin have been contracted if the woman, and not the man, had sinned?",I-II q.81 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2259,[],False,https://www.newadvent.org/summa/2081.htm#article5
st.i-ii.q082.a001,st.i-ii.q082,i-ii,82,1,Is original sin a habit?,I-II q.82 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2311,[],False,https://www.newadvent.org/summa/2082.htm#article1
st.i-ii.q082.a002,st.i-ii.q082,i-ii,82,2,Is there but one original sin in each man?,I-II q.82 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2448,[],False,https://www.newadvent.org/summa/2082.htm#article2
st.i-ii.q082.a003,st.i-ii.q082,i-ii,82,3,Is original sin concupiscence?,I-II q.82 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2350,[],False,https://www.newadvent.org/summa/2082.htm#article3
st.i-ii.q082.a004,st.i-ii.q082,i-ii,82,4,Is original sin equally in all?,I-II q.82 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2124,[],False,https://www.newadvent.org/summa/2082.htm#article4
st.i-ii.q083.a001,st.i-ii.q083,i-ii,83,1,Is the subject of original sin the flesh rather than the soul?,I-II q.83 a.1,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3886,[],False,https://www.newadvent.org/summa/2083.htm#article1
st.i-ii.q083.a002,st.i-ii.q083,i-ii,83,2,"If it be the soul, is this through its essence, or through its powers?",I-II q.83 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],1875,[],False,https://www.newadvent.org/summa/2083.htm#article2
st.i-ii.q083.a003,st.i-ii.q083,i-ii,83,3,Is the will prior to the other powers the subject of original sin?,I-II q.83 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1377,[],False,https://www.newadvent.org/summa/2083.htm#article3
st.i-ii.q083.a004,st.i-ii.q083,i-ii,83,4,"Are certain powers of the soul specially infected, viz. the generative power, the concupiscible part, and the sense of touch?",I-II q.83 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1599,[],False,https://www.newadvent.org/summa/2083.htm#article4
st.i-ii.q084.a001,st.i-ii.q084,i-ii,84,1,Is covetousness the root of all sins?,I-II q.84 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2971,[],False,https://www.newadvent.org/summa/2084.htm#article1
st.i-ii.q084.a002,st.i-ii.q084,i-ii,84,2,Is pride the beginning of every sin?,I-II q.84 a.2,ok,3,"[""resp"", ""ad"", ""ad""]",[],3188,[],False,https://www.newadvent.org/summa/2084.htm#article2
st.i-ii.q084.a003,st.i-ii.q084,i-ii,84,3,"Should other special sins be called capital vices, besides pride and covetousness?",I-II q.84 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2079,[],False,https://www.newadvent.org/summa/2084.htm#article3
st.i-ii.q084.a004,st.i-ii.q084,i-ii,84,4,"How many capital vices there are, and which are they?",I-II q.84 a.4,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],5130,[],False,https://www.newadvent.org/summa/2084.htm#article4
st.i-ii.q085.a001,st.i-ii.q085,i-ii,85,1,Is the good of nature diminished by sin?,I-II q.85 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2711,[],False,https://www.newadvent.org/summa/2085.htm#article1
st.i-ii.q085.a002,st.i-ii.q085,i-ii,85,2,Can it be taken away altogether?,I-II q.85 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3800,[],False,https://www.newadvent.org/summa/2085.htm#article2
st.i-ii.q085.a003,st.i-ii.q085,i-ii,85,3,"The four wounds, mentioned by Bede, with which human nature is stricken in consequence of sin",I-II q.85 a.3,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2932,[],False,https://www.newadvent.org/summa/2085.htm#article3
st.i-ii.q085.a004,st.i-ii.q085,i-ii,85,4,"Is privation of mode, species and order an effect of sin?",I-II q.85 a.4,ok,2,"[""resp"", ""ad""]",[],1629,[],False,https://www.newadvent.org/summa/2085.htm#article4
st.i-ii.q085.a005,st.i-ii.q085,i-ii,85,5,Are death and other bodily defects the result of sin?,I-II q.85 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3688,[],False,https://www.newadvent.org/summa/2085.htm#article5
st.i-ii.q085.a006,st.i-ii.q085,i-ii,85,6,"Are they, in any way, natural to man?",I-II q.85 a.6,partial,1,"[""resp""]","[""ad""]",3704,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/2085.htm#article6
st.i-ii.q086.a001,st.i-ii.q086,i-ii,86,1,Is an effect of sin a stain on the soul?,I-II q.86 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2001,[],False,https://www.newadvent.org/summa/2086.htm#article1
st.i-ii.q086.a002,st.i-ii.q086,i-ii,86,2,Does it remain in the soul after the act of sin?,I-II q.86 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1669,[],False,https://www.newadvent.org/summa/2086.htm#article2
st.i-ii.q087.a001,st.i-ii.q087,i-ii,87,1,Is the debt of punishment an effect of sin?,I-II q.87 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2404,[],False,https://www.newadvent.org/summa/2087.htm#article1
st.i-ii.q087.a002,st.i-ii.q087,i-ii,87,2,Can one sin be the punishment of another?,I-II q.87 a.2,ok,3,"[""resp"", ""ad"", ""ad""]",[],2586,[],False,https://www.newadvent.org/summa/2087.htm#article2
st.i-ii.q087.a003,st.i-ii.q087,i-ii,87,3,Does any sin incur a debt of eternal punishment?,I-II q.87 a.3,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3522,[],False,https://www.newadvent.org/summa/2087.htm#article3
st.i-ii.q087.a004,st.i-ii.q087,i-ii,87,4,Does sin incur a debt of punishment that is infinite in quantity?,I-II q.87 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1779,[],False,https://www.newadvent.org/summa/2087.htm#article4
st.i-ii.q087.a005,st.i-ii.q087,i-ii,87,5,Does every sin incur a debt of eternal and infinite punishment?,I-II q.87 a.5,ok,3,"[""resp"", ""ad"", ""ad""]",[],1577,[],False,https://www.newadvent.org/summa/2087.htm#article5
st.i-ii.q087.a006,st.i-ii.q087,i-ii,87,6,Can the debt of punishment remain after sin?,I-II q.87 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3184,[],False,https://www.newadvent.org/summa/2087.htm#article6
st.i-ii.q087.a007,st.i-ii.q087,i-ii,87,7,Is every punishment inflicted for a sin?,I-II q.87 a.7,partial,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3517,"[""repeated_label_folded_into_current_segment""]",False,https://www.newadvent.org/summa/2087.htm#article7
st.i-ii.q087.a008,st.i-ii.q087,i-ii,87,8,Can one person incur punishment for another's sin?,I-II q.87 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3967,[],False,https://www.newadvent.org/summa/2087.htm#article8
st.i-ii.q088.a001,st.i-ii.q088,i-ii,88,1,Is venial sin fittingly condivided with mortal sin?,I-II q.88 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],4019,[],False,https://www.newadvent.org/summa/2088.htm#article1
st.i-ii.q088.a002,st.i-ii.q088,i-ii,88,2,Do they differ generically?,I-II q.88 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3052,[],False,https://www.newadvent.org/summa/2088.htm#article2
st.i-ii.q088.a003,st.i-ii.q088,i-ii,88,3,Is venial sin a disposition to mortal sin?,I-II q.88 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2292,[],False,https://www.newadvent.org/summa/2088.htm#article3
st.i-ii.q088.a004,st.i-ii.q088,i-ii,88,4,Can a venial sin become mortal?,I-II q.88 a.4,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2680,[],False,https://www.newadvent.org/summa/2088.htm#article4
st.i-ii.q088.a005,st.i-ii.q088,i-ii,88,5,Can a venial sin become mortal by reason of an aggravating circumstance?,I-II q.88 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3988,[],False,https://www.newadvent.org/summa/2088.htm#article5
st.i-ii.q088.a006,st.i-ii.q088,i-ii,88,6,Can a mortal sin become venial?,I-II q.88 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2177,[],False,https://www.newadvent.org/summa/2088.htm#article6
st.i-ii.q089.a001,st.i-ii.q089,i-ii,89,1,Does venial sin cause a stain in the soul?,I-II q.89 a.1,partial,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1799,"[""repeated_label_folded_into_current_segment""]",False,https://www.newadvent.org/summa/2089.htm#article1
st.i-ii.q089.a002,st.i-ii.q089,i-ii,89,2,"The different kinds of venial sin, as denoted by ""wood,"" ""hay,"" ""stubble"" [1 Cor. 3:12]",I-II q.89 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3531,[],False,https://www.newadvent.org/summa/2089.htm#article2
st.i-ii.q089.a003,st.i-ii.q089,i-ii,89,3,Could man sin venially in the state of innocence?,I-II q.89 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3382,[],False,https://www.newadvent.org/summa/2089.htm#article3
st.i-ii.q089.a004,st.i-ii.q089,i-ii,89,4,Can a good or a wicked angel sin venially?,I-II q.89 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1802,[],False,https://www.newadvent.org/summa/2089.htm#article4
st.i-ii.q089.a005,st.i-ii.q089,i-ii,89,5,Are the movements of unbelievers venial sins?,I-II q.89 a.5,ok,3,"[""resp"", ""ad"", ""ad""]",[],1793,[],False,https://www.newadvent.org/summa/2089.htm#article5
st.i-ii.q089.a006,st.i-ii.q089,i-ii,89,6,Can venial sin be in a man with original sin alone?,I-II q.89 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1950,[],False,https://www.newadvent.org/summa/2089.htm#article6
st.i-ii.q090.a001,st.i-ii.q090,i-ii,90,1,Is law something pertaining to reason?,I-II q.90 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2859,[],False,https://www.newadvent.org/summa/2090.htm#article1
st.i-ii.q090.a002,st.i-ii.q090,i-ii,90,2,The end of law,I-II q.90 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2566,[],False,https://www.newadvent.org/summa/2090.htm#article2
st.i-ii.q090.a003,st.i-ii.q090,i-ii,90,3,Its cause,I-II q.90 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1791,[],False,https://www.newadvent.org/summa/2090.htm#article3
st.i-ii.q090.a004,st.i-ii.q090,i-ii,90,4,The promulgation of law,I-II q.90 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1260,[],False,https://www.newadvent.org/summa/2090.htm#article4
st.i-ii.q091.a001,st.i-ii.q091,i-ii,91,1,Is there an eternal law?,I-II q.91 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1721,[],False,https://www.newadvent.org/summa/2091.htm#article1
st.i-ii.q091.a002,st.i-ii.q091,i-ii,91,2,Is there a natural law?,I-II q.91 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2756,[],False,https://www.newadvent.org/summa/2091.htm#article2
st.i-ii.q091.a003,st.i-ii.q091,i-ii,91,3,Is there a human law?,I-II q.91 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2635,[],False,https://www.newadvent.org/summa/2091.htm#article3
st.i-ii.q091.a004,st.i-ii.q091,i-ii,91,4,Is there a Divine law?,I-II q.91 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3274,[],False,https://www.newadvent.org/summa/2091.htm#article4
st.i-ii.q091.a005,st.i-ii.q091,i-ii,91,5,"Is there one Divine law, or several?",I-II q.91 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3660,[],False,https://www.newadvent.org/summa/2091.htm#article5
st.i-ii.q091.a006,st.i-ii.q091,i-ii,91,6,Is there a law of sin?,I-II q.91 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3529,[],False,https://www.newadvent.org/summa/2091.htm#article6
st.i-ii.q092.a001,st.i-ii.q092,i-ii,92,1,Is an effect of law to make men good?,I-II q.92 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3597,[],False,https://www.newadvent.org/summa/2092.htm#article1
st.i-ii.q092.a002,st.i-ii.q092,i-ii,92,2,"Are the effects of law to command, to forbid, to permit, and to punish, as the Jurist states?",I-II q.92 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2091,[],False,https://www.newadvent.org/summa/2092.htm#article2
st.i-ii.q093.a001,st.i-ii.q093,i-ii,93,1,What is the eternal law?,I-II q.93 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3244,[],False,https://www.newadvent.org/summa/2093.htm#article1
st.i-ii.q093.a002,st.i-ii.q093,i-ii,93,2,Is it known to all?,I-II q.93 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1972,[],False,https://www.newadvent.org/summa/2093.htm#article2
st.i-ii.q093.a003,st.i-ii.q093,i-ii,93,3,Is every law is derived from it?,I-II q.93 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2668,[],False,https://www.newadvent.org/summa/2093.htm#article3
st.i-ii.q093.a004,st.i-ii.q093,i-ii,93,4,Are necessary things subject to the eternal law?,I-II q.93 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2219,[],False,https://www.newadvent.org/summa/2093.htm#article4
st.i-ii.q093.a005,st.i-ii.q093,i-ii,93,5,Are natural contingencies subject to the eternal law?,I-II q.93 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2601,[],False,https://www.newadvent.org/summa/2093.htm#article5
st.i-ii.q093.a006,st.i-ii.q093,i-ii,93,6,Are all human things subject to it?,I-II q.93 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4213,[],False,https://www.newadvent.org/summa/2093.htm#article6
st.i-ii.q094.a001,st.i-ii.q094,i-ii,94,1,What is the natural law?,I-II q.94 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2112,[],False,https://www.newadvent.org/summa/2094.htm#article1
st.i-ii.q094.a002,st.i-ii.q094,i-ii,94,2,What are the precepts of the natural law?,I-II q.94 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4813,[],False,https://www.newadvent.org/summa/2094.htm#article2
st.i-ii.q094.a003,st.i-ii.q094,i-ii,94,3,Are all acts of virtue prescribed by the natural law?,I-II q.94 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2128,[],False,https://www.newadvent.org/summa/2094.htm#article3
st.i-ii.q094.a004,st.i-ii.q094,i-ii,94,4,Is the natural law the same in all?,I-II q.94 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4560,[],False,https://www.newadvent.org/summa/2094.htm#article4
st.i-ii.q094.a005,st.i-ii.q094,i-ii,94,5,Is it changeable?,I-II q.94 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2930,[],False,https://www.newadvent.org/summa/2094.htm#article5
st.i-ii.q094.a006,st.i-ii.q094,i-ii,94,6,Can it be abolished from the heart of man?,I-II q.94 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1437,[],False,https://www.newadvent.org/summa/2094.htm#article6
st.i-ii.q095.a001,st.i-ii.q095,i-ii,95,1,Its utility,I-II q.95 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3496,[],False,https://www.newadvent.org/summa/2095.htm#article1
st.i-ii.q095.a002,st.i-ii.q095,i-ii,95,2,Its origin,I-II q.95 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2831,[],False,https://www.newadvent.org/summa/2095.htm#article2
st.i-ii.q095.a003,st.i-ii.q095,i-ii,95,3,Its quality,I-II q.95 a.3,partial,1,"[""resp""]","[""ad""]",2392,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/2095.htm#article3
st.i-ii.q095.a004,st.i-ii.q095,i-ii,95,4,Its division,I-II q.95 a.4,ok,2,"[""resp"", ""ad""]",[],3841,[],False,https://www.newadvent.org/summa/2095.htm#article4
st.i-ii.q096.a001,st.i-ii.q096,i-ii,96,1,Should human law be framed for the community?,I-II q.96 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2570,[],False,https://www.newadvent.org/summa/2096.htm#article1
st.i-ii.q096.a002,st.i-ii.q096,i-ii,96,2,Should human law repress all vices?,I-II q.96 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2869,[],False,https://www.newadvent.org/summa/2096.htm#article2
st.i-ii.q096.a003,st.i-ii.q096,i-ii,96,3,Is human law competent to direct all acts of virtue?,I-II q.96 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1800,[],False,https://www.newadvent.org/summa/2096.htm#article3
st.i-ii.q096.a004,st.i-ii.q096,i-ii,96,4,Does it bind man in conscience?,I-II q.96 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2964,[],False,https://www.newadvent.org/summa/2096.htm#article4
st.i-ii.q096.a005,st.i-ii.q096,i-ii,96,5,Are all men subject to human law?,I-II q.96 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3670,[],False,https://www.newadvent.org/summa/2096.htm#article5
st.i-ii.q096.a006,st.i-ii.q096,i-ii,96,6,May those who are under the law act beside the letter of the law?,I-II q.96 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2825,[],False,https://www.newadvent.org/summa/2096.htm#article6
st.i-ii.q097.a001,st.i-ii.q097,i-ii,97,1,Is human law changeable?,I-II q.97 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2692,[],False,https://www.newadvent.org/summa/2097.htm#article1
st.i-ii.q097.a002,st.i-ii.q097,i-ii,97,2,"Should it be always changed, whenever anything better occurs?",I-II q.97 a.2,ok,3,"[""resp"", ""ad"", ""ad""]",[],1645,[],False,https://www.newadvent.org/summa/2097.htm#article2
st.i-ii.q097.a003,st.i-ii.q097,i-ii,97,3,"Is it abolished by custom, and does custom obtain the force of law?",I-II q.97 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3065,[],False,https://www.newadvent.org/summa/2097.htm#article3
st.i-ii.q097.a004,st.i-ii.q097,i-ii,97,4,Should the application of human law be changed by dispensation of those in authority?,I-II q.97 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2683,[],False,https://www.newadvent.org/summa/2097.htm#article4
st.i-ii.q098.a001,st.i-ii.q098,i-ii,98,1,Was the Old Law good?,I-II q.98 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4348,[],False,https://www.newadvent.org/summa/2098.htm#article1
st.i-ii.q098.a002,st.i-ii.q098,i-ii,98,2,Was it from God?,I-II q.98 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2846,[],False,https://www.newadvent.org/summa/2098.htm#article2
st.i-ii.q098.a003,st.i-ii.q098,i-ii,98,3,Did it come from Him through the angels?,I-II q.98 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2785,[],False,https://www.newadvent.org/summa/2098.htm#article3
st.i-ii.q098.a004,st.i-ii.q098,i-ii,98,4,Was it given to all?,I-II q.98 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4280,[],False,https://www.newadvent.org/summa/2098.htm#article4
st.i-ii.q098.a005,st.i-ii.q098,i-ii,98,5,Was it binding on all?,I-II q.98 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2386,[],False,https://www.newadvent.org/summa/2098.htm#article5
st.i-ii.q098.a006,st.i-ii.q098,i-ii,98,6,Was it given at a suitable time?,I-II q.98 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3194,[],False,https://www.newadvent.org/summa/2098.htm#article6
st.i-ii.q099.a001,st.i-ii.q099,i-ii,99,1,Does the Old Law contain several precepts or only one?,I-II q.99 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2128,[],False,https://www.newadvent.org/summa/2099.htm#article1
st.i-ii.q099.a002,st.i-ii.q099,i-ii,99,2,Does the Old Law contain any moral precepts?,I-II q.99 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2329,[],False,https://www.newadvent.org/summa/2099.htm#article2
st.i-ii.q099.a003,st.i-ii.q099,i-ii,99,3,Does it contain ceremonial precepts in addition to the moral precepts?,I-II q.99 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2984,[],False,https://www.newadvent.org/summa/2099.htm#article3
st.i-ii.q099.a004,st.i-ii.q099,i-ii,99,4,"Besides these, does it contain judicial precepts?",I-II q.99 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2438,[],False,https://www.newadvent.org/summa/2099.htm#article4
