article_id,question_id,part_id,question_number,article_number,article_title,citation_label,parse_status,segment_count,segment_types,missing_segment_types,char_count,warning_types,suspiciously_short,source_url
st.ii-ii.q021.a001,st.ii-ii.q021,ii-ii,21,1,What is the object in which presumption trusts?,II-II q.21 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2150,[],False,https://www.newadvent.org/summa/3021.htm#article1
st.ii-ii.q021.a002,st.ii-ii.q021,ii-ii,21,2,Is presumption a sin?,II-II q.21 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1806,[],False,https://www.newadvent.org/summa/3021.htm#article2
st.ii-ii.q021.a003,st.ii-ii.q021,ii-ii,21,3,To what is it opposed?,II-II q.21 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1992,[],False,https://www.newadvent.org/summa/3021.htm#article3
st.ii-ii.q021.a004,st.ii-ii.q021,ii-ii,21,4,From what vice does it arise?,II-II q.21 a.4,partial,1,"[""resp""]","[""ad""]",890,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3021.htm#article4
st.ii-ii.q022.a001,st.ii-ii.q022,ii-ii,22,1,The precepts relating to hope,II-II q.22 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3235,[],False,https://www.newadvent.org/summa/3022.htm#article1
st.ii-ii.q022.a002,st.ii-ii.q022,ii-ii,22,2,The precepts relating to fear,II-II q.22 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2276,[],False,https://www.newadvent.org/summa/3022.htm#article2
st.ii-ii.q023.a001,st.ii-ii.q023,ii-ii,23,1,Is charity friendship?,II-II q.23 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2813,[],False,https://www.newadvent.org/summa/3023.htm#article1
st.ii-ii.q023.a002,st.ii-ii.q023,ii-ii,23,2,Is it something created in the soul?,II-II q.23 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4151,[],False,https://www.newadvent.org/summa/3023.htm#article2
st.ii-ii.q023.a003,st.ii-ii.q023,ii-ii,23,3,Is it a virtue?,II-II q.23 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2887,[],False,https://www.newadvent.org/summa/3023.htm#article3
st.ii-ii.q023.a004,st.ii-ii.q023,ii-ii,23,4,Is it a special virtue?,II-II q.23 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1454,[],False,https://www.newadvent.org/summa/3023.htm#article4
st.ii-ii.q023.a005,st.ii-ii.q023,ii-ii,23,5,Is it one virtue?,II-II q.23 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1726,[],False,https://www.newadvent.org/summa/3023.htm#article5
st.ii-ii.q023.a006,st.ii-ii.q023,ii-ii,23,6,Is it the greatest of the virtues?,II-II q.23 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2905,[],False,https://www.newadvent.org/summa/3023.htm#article6
st.ii-ii.q023.a007,st.ii-ii.q023,ii-ii,23,7,Is any true virtue possible without it?,II-II q.23 a.7,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3738,[],False,https://www.newadvent.org/summa/3023.htm#article7
st.ii-ii.q023.a008,st.ii-ii.q023,ii-ii,23,8,Is it the form of the virtues?,II-II q.23 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1465,[],False,https://www.newadvent.org/summa/3023.htm#article8
st.ii-ii.q024.a001,st.ii-ii.q024,ii-ii,24,1,Is charity in the will as its subject?,II-II q.24 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1911,[],False,https://www.newadvent.org/summa/3024.htm#article1
st.ii-ii.q024.a002,st.ii-ii.q024,ii-ii,24,2,Is charity caused in man by preceding acts or by a Divine infusion?,II-II q.24 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1935,[],False,https://www.newadvent.org/summa/3024.htm#article2
st.ii-ii.q024.a003,st.ii-ii.q024,ii-ii,24,3,Is it infused according to the capacity of our natural gifts?,II-II q.24 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2031,[],False,https://www.newadvent.org/summa/3024.htm#article3
st.ii-ii.q024.a004,st.ii-ii.q024,ii-ii,24,4,Does it increase in the person who has it?,II-II q.24 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2024,[],False,https://www.newadvent.org/summa/3024.htm#article4
st.ii-ii.q024.a005,st.ii-ii.q024,ii-ii,24,5,Does it increase by addition?,II-II q.24 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4966,[],False,https://www.newadvent.org/summa/3024.htm#article5
st.ii-ii.q024.a006,st.ii-ii.q024,ii-ii,24,6,Does it increase by every act?,II-II q.24 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1641,[],False,https://www.newadvent.org/summa/3024.htm#article6
st.ii-ii.q024.a007,st.ii-ii.q024,ii-ii,24,7,Does it increase indefinitely?,II-II q.24 a.7,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2032,[],False,https://www.newadvent.org/summa/3024.htm#article7
st.ii-ii.q024.a008,st.ii-ii.q024,ii-ii,24,8,Can the charity of a wayfarer be perfect?,II-II q.24 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1922,[],False,https://www.newadvent.org/summa/3024.htm#article8
st.ii-ii.q024.a009,st.ii-ii.q024,ii-ii,24,9,The various degrees of charity,II-II q.24 a.9,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2544,[],False,https://www.newadvent.org/summa/3024.htm#article9
st.ii-ii.q024.a010,st.ii-ii.q024,ii-ii,24,10,Can charity diminish?,II-II q.24 a.10,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4921,[],False,https://www.newadvent.org/summa/3024.htm#article10
st.ii-ii.q024.a011,st.ii-ii.q024,ii-ii,24,11,Can charity be lost after it has been possessed?,II-II q.24 a.11,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],4270,[],False,https://www.newadvent.org/summa/3024.htm#article11
st.ii-ii.q024.a012,st.ii-ii.q024,ii-ii,24,12,Is it lost through one mortal sin?,II-II q.24 a.12,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3906,[],False,https://www.newadvent.org/summa/3024.htm#article12
st.ii-ii.q025.a001,st.ii-ii.q025,ii-ii,25,1,"Should we love God alone, out of charity, or should we love our neighbor also?",II-II q.25 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2578,[],False,https://www.newadvent.org/summa/3025.htm#article1
st.ii-ii.q025.a002,st.ii-ii.q025,ii-ii,25,2,Should charity be loved out of charity?,II-II q.25 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1664,[],False,https://www.newadvent.org/summa/3025.htm#article2
st.ii-ii.q025.a003,st.ii-ii.q025,ii-ii,25,3,Should irrational creatures be loved out of charity?,II-II q.25 a.3,ok,3,"[""resp"", ""ad"", ""ad""]",[],2208,[],False,https://www.newadvent.org/summa/3025.htm#article3
st.ii-ii.q025.a004,st.ii-ii.q025,ii-ii,25,4,May one love oneself out of charity?,II-II q.25 a.4,ok,3,"[""resp"", ""ad"", ""ad""]",[],1752,[],False,https://www.newadvent.org/summa/3025.htm#article4
st.ii-ii.q025.a005,st.ii-ii.q025,ii-ii,25,5,One's own body?,II-II q.25 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1755,[],False,https://www.newadvent.org/summa/3025.htm#article5
st.ii-ii.q025.a006,st.ii-ii.q025,ii-ii,25,6,Should sinners be loved out of charity?,II-II q.25 a.6,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3931,[],False,https://www.newadvent.org/summa/3025.htm#article6
st.ii-ii.q025.a007,st.ii-ii.q025,ii-ii,25,7,Do sinners love themselves?,II-II q.25 a.7,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3547,[],False,https://www.newadvent.org/summa/3025.htm#article7
st.ii-ii.q025.a008,st.ii-ii.q025,ii-ii,25,8,Should we love our enemies out of charity?,II-II q.25 a.8,ok,3,"[""resp"", ""ad"", ""ad""]",[],1952,[],False,https://www.newadvent.org/summa/3025.htm#article8
st.ii-ii.q025.a009,st.ii-ii.q025,ii-ii,25,9,Are we bound to show them tokens of friendship?,II-II q.25 a.9,partial,1,"[""resp""]","[""ad""]",1780,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3025.htm#article9
st.ii-ii.q025.a010,st.ii-ii.q025,ii-ii,25,10,Should we love the angels out of charity?,II-II q.25 a.10,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1103,[],False,https://www.newadvent.org/summa/3025.htm#article10
st.ii-ii.q025.a011,st.ii-ii.q025,ii-ii,25,11,Should we love the demons?,II-II q.25 a.11,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2174,[],False,https://www.newadvent.org/summa/3025.htm#article11
st.ii-ii.q025.a012,st.ii-ii.q025,ii-ii,25,12,How to enumerate the things we are bound to love out of charity,II-II q.25 a.12,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1758,[],False,https://www.newadvent.org/summa/3025.htm#article12
st.ii-ii.q026.a001,st.ii-ii.q026,ii-ii,26,1,Is there an order in charity?,II-II q.26 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1732,[],False,https://www.newadvent.org/summa/3026.htm#article1
st.ii-ii.q026.a002,st.ii-ii.q026,ii-ii,26,2,Should man love God more than his neighbor?,II-II q.26 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2332,[],False,https://www.newadvent.org/summa/3026.htm#article2
st.ii-ii.q026.a003,st.ii-ii.q026,ii-ii,26,3,More than himself?,II-II q.26 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2030,[],False,https://www.newadvent.org/summa/3026.htm#article3
st.ii-ii.q026.a004,st.ii-ii.q026,ii-ii,26,4,Should he love himself more than his neighbor?,II-II q.26 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2305,[],False,https://www.newadvent.org/summa/3026.htm#article4
st.ii-ii.q026.a005,st.ii-ii.q026,ii-ii,26,5,Should man love his neighbor more than his own body?,II-II q.26 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1364,[],False,https://www.newadvent.org/summa/3026.htm#article5
st.ii-ii.q026.a006,st.ii-ii.q026,ii-ii,26,6,Should he love one neighbor more than another?,II-II q.26 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2829,[],False,https://www.newadvent.org/summa/3026.htm#article6
st.ii-ii.q026.a007,st.ii-ii.q026,ii-ii,26,7,"Should he love more, a neighbor who is better, or one who is more closely united to him?",II-II q.26 a.7,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3799,[],False,https://www.newadvent.org/summa/3026.htm#article7
st.ii-ii.q026.a008,st.ii-ii.q026,ii-ii,26,8,"Should he love more, one who is akin to him by blood, or one who is united to him by other ties?",II-II q.26 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2759,[],False,https://www.newadvent.org/summa/3026.htm#article8
st.ii-ii.q026.a009,st.ii-ii.q026,ii-ii,26,9,"Should a man, out of charity, love his son more than his father?",II-II q.26 a.9,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2363,[],False,https://www.newadvent.org/summa/3026.htm#article9
st.ii-ii.q026.a010,st.ii-ii.q026,ii-ii,26,10,Should he love his mother more than his father?,II-II q.26 a.10,ok,3,"[""resp"", ""ad"", ""ad""]",[],1453,[],False,https://www.newadvent.org/summa/3026.htm#article10
st.ii-ii.q026.a011,st.ii-ii.q026,ii-ii,26,11,Should he love his wife more than his father or mother?,II-II q.26 a.11,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1593,[],False,https://www.newadvent.org/summa/3026.htm#article11
st.ii-ii.q026.a012,st.ii-ii.q026,ii-ii,26,12,Should we love those who are kind to us more than those whom we are kind to?,II-II q.26 a.12,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2889,[],False,https://www.newadvent.org/summa/3026.htm#article12
st.ii-ii.q026.a013,st.ii-ii.q026,ii-ii,26,13,Does the order of charity endure in heaven?,II-II q.26 a.13,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3353,[],False,https://www.newadvent.org/summa/3026.htm#article13
st.ii-ii.q027.a001,st.ii-ii.q027,ii-ii,27,1,"Which is the more proper to charity, to love or to be loved?",II-II q.27 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2250,[],False,https://www.newadvent.org/summa/3027.htm#article1
st.ii-ii.q027.a002,st.ii-ii.q027,ii-ii,27,2,Is to love considered as an act of charity the same as goodwill?,II-II q.27 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2249,[],False,https://www.newadvent.org/summa/3027.htm#article2
st.ii-ii.q027.a003,st.ii-ii.q027,ii-ii,27,3,Should God be loved for His own sake?,II-II q.27 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2387,[],False,https://www.newadvent.org/summa/3027.htm#article3
st.ii-ii.q027.a004,st.ii-ii.q027,ii-ii,27,4,Can God be loved immediately in this life?,II-II q.27 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2242,[],False,https://www.newadvent.org/summa/3027.htm#article4
st.ii-ii.q027.a005,st.ii-ii.q027,ii-ii,27,5,Can God be loved wholly?,II-II q.27 a.5,partial,1,"[""resp""]","[""ad""]",1196,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3027.htm#article5
st.ii-ii.q027.a006,st.ii-ii.q027,ii-ii,27,6,Is the love of God according to measure?,II-II q.27 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3034,[],False,https://www.newadvent.org/summa/3027.htm#article6
st.ii-ii.q027.a007,st.ii-ii.q027,ii-ii,27,7,"Which is the better, to love one's friend, or one's enemy?",II-II q.27 a.7,ok,2,"[""resp"", ""ad""]",[],2465,[],False,https://www.newadvent.org/summa/3027.htm#article7
st.ii-ii.q027.a008,st.ii-ii.q027,ii-ii,27,8,"Which is the better, to love God, or one's neighbor?",II-II q.27 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2140,[],False,https://www.newadvent.org/summa/3027.htm#article8
st.ii-ii.q028.a001,st.ii-ii.q028,ii-ii,28,1,Is joy an effect of charity?,II-II q.28 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2100,[],False,https://www.newadvent.org/summa/3028.htm#article1
st.ii-ii.q028.a002,st.ii-ii.q028,ii-ii,28,2,Is this kind of joy compatible with sorrow?,II-II q.28 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1633,[],False,https://www.newadvent.org/summa/3028.htm#article2
st.ii-ii.q028.a003,st.ii-ii.q028,ii-ii,28,3,Can this joy be full?,II-II q.28 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2797,[],False,https://www.newadvent.org/summa/3028.htm#article3
st.ii-ii.q028.a004,st.ii-ii.q028,ii-ii,28,4,Is it a virtue?,II-II q.28 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1968,[],False,https://www.newadvent.org/summa/3028.htm#article4
st.ii-ii.q029.a001,st.ii-ii.q029,ii-ii,29,1,Is peace the same as concord?,II-II q.29 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2400,[],False,https://www.newadvent.org/summa/3029.htm#article1
st.ii-ii.q029.a002,st.ii-ii.q029,ii-ii,29,2,Do all things desire peace?,II-II q.29 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2865,[],False,https://www.newadvent.org/summa/3029.htm#article2
st.ii-ii.q029.a003,st.ii-ii.q029,ii-ii,29,3,Is peace an effect of charity?,II-II q.29 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2468,[],False,https://www.newadvent.org/summa/3029.htm#article3
st.ii-ii.q029.a004,st.ii-ii.q029,ii-ii,29,4,Is peace a virtue?,II-II q.29 a.4,ok,3,"[""resp"", ""ad"", ""ad""]",[],1323,[],False,https://www.newadvent.org/summa/3029.htm#article4
st.ii-ii.q030.a001,st.ii-ii.q030,ii-ii,30,1,Is evil the cause of mercy on the part of the person pitied?,II-II q.30 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3491,[],False,https://www.newadvent.org/summa/3030.htm#article1
st.ii-ii.q030.a002,st.ii-ii.q030,ii-ii,30,2,To whom does it belong to pity?,II-II q.30 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2761,[],False,https://www.newadvent.org/summa/3030.htm#article2
st.ii-ii.q030.a003,st.ii-ii.q030,ii-ii,30,3,Is mercy a virtue?,II-II q.30 a.3,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2374,[],False,https://www.newadvent.org/summa/3030.htm#article3
st.ii-ii.q030.a004,st.ii-ii.q030,ii-ii,30,4,Is it the greatest of virtues?,II-II q.30 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2199,[],False,https://www.newadvent.org/summa/3030.htm#article4
st.ii-ii.q031.a001,st.ii-ii.q031,ii-ii,31,1,Is beneficence an act of charity?,II-II q.31 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2152,[],False,https://www.newadvent.org/summa/3031.htm#article1
st.ii-ii.q031.a002,st.ii-ii.q031,ii-ii,31,2,Should we be beneficent to all?,II-II q.31 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1630,[],False,https://www.newadvent.org/summa/3031.htm#article2
st.ii-ii.q031.a003,st.ii-ii.q031,ii-ii,31,3,Should we be more beneficent to those who are more closely united to us?,II-II q.31 a.3,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],4826,[],False,https://www.newadvent.org/summa/3031.htm#article3
st.ii-ii.q031.a004,st.ii-ii.q031,ii-ii,31,4,Is beneficence a special virtue?,II-II q.31 a.4,ok,3,"[""resp"", ""ad"", ""ad""]",[],945,[],False,https://www.newadvent.org/summa/3031.htm#article4
st.ii-ii.q032.a001,st.ii-ii.q032,ii-ii,32,1,Is almsgiving an act of charity?,II-II q.32 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2142,[],False,https://www.newadvent.org/summa/3032.htm#article1
st.ii-ii.q032.a002,st.ii-ii.q032,ii-ii,32,2,The different kinds of alms,II-II q.32 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],4917,[],False,https://www.newadvent.org/summa/3032.htm#article2
st.ii-ii.q032.a003,st.ii-ii.q032,ii-ii,32,3,"Which alms are of greater account, spiritual or corporal?",II-II q.32 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1885,[],False,https://www.newadvent.org/summa/3032.htm#article3
st.ii-ii.q032.a004,st.ii-ii.q032,ii-ii,32,4,Do corporal alms have a spiritual effect?,II-II q.32 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1379,[],False,https://www.newadvent.org/summa/3032.htm#article4
st.ii-ii.q032.a005,st.ii-ii.q032,ii-ii,32,5,Is the giving of alms a matter of precept?,II-II q.32 a.5,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],4660,[],False,https://www.newadvent.org/summa/3032.htm#article5
st.ii-ii.q032.a006,st.ii-ii.q032,ii-ii,32,6,Should corporal alms be given out of the things we need?,II-II q.32 a.6,partial,1,"[""resp""]","[""ad""]",2466,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3032.htm#article6
st.ii-ii.q032.a007,st.ii-ii.q032,ii-ii,32,7,Should corporal alms be given out of ill-gotten goods?,II-II q.32 a.7,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4280,[],False,https://www.newadvent.org/summa/3032.htm#article7
st.ii-ii.q032.a008,st.ii-ii.q032,ii-ii,32,8,Who can give alms?,II-II q.32 a.8,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2670,[],False,https://www.newadvent.org/summa/3032.htm#article8
st.ii-ii.q032.a009,st.ii-ii.q032,ii-ii,32,9,To whom should we give alms?,II-II q.32 a.9,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1872,[],False,https://www.newadvent.org/summa/3032.htm#article9
st.ii-ii.q032.a010,st.ii-ii.q032,ii-ii,32,10,How should alms be given?,II-II q.32 a.10,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2512,[],False,https://www.newadvent.org/summa/3032.htm#article10
st.ii-ii.q033.a001,st.ii-ii.q033,ii-ii,33,1,Is fraternal correction an act of charity?,II-II q.33 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2801,[],False,https://www.newadvent.org/summa/3033.htm#article1
st.ii-ii.q033.a002,st.ii-ii.q033,ii-ii,33,2,Is it a matter of precept?,II-II q.33 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],4999,[],False,https://www.newadvent.org/summa/3033.htm#article2
st.ii-ii.q033.a003,st.ii-ii.q033,ii-ii,33,3,"Does this precept bind all, or only superiors?",II-II q.33 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1742,[],False,https://www.newadvent.org/summa/3033.htm#article3
st.ii-ii.q033.a004,st.ii-ii.q033,ii-ii,33,4,Does this precept bind the subject to correct his superior?,II-II q.33 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2773,[],False,https://www.newadvent.org/summa/3033.htm#article4
st.ii-ii.q033.a005,st.ii-ii.q033,ii-ii,33,5,May a sinner correct anyone?,II-II q.33 a.5,partial,1,"[""resp""]","[""ad""]",2938,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3033.htm#article5
st.ii-ii.q033.a006,st.ii-ii.q033,ii-ii,33,6,Should one correct a person who becomes worse through being corrected?,II-II q.33 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1850,[],False,https://www.newadvent.org/summa/3033.htm#article6
st.ii-ii.q033.a007,st.ii-ii.q033,ii-ii,33,7,Should secret correction precede denouncement?,II-II q.33 a.7,ok,6,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad"", ""ad""]",[],6146,[],False,https://www.newadvent.org/summa/3033.htm#article7
st.ii-ii.q033.a008,st.ii-ii.q033,ii-ii,33,8,Should witnesses be called before denouncement?,II-II q.33 a.8,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],2542,[],False,https://www.newadvent.org/summa/3033.htm#article8
st.ii-ii.q034.a001,st.ii-ii.q034,ii-ii,34,1,Is it possible to hate God?,II-II q.34 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1672,[],False,https://www.newadvent.org/summa/3034.htm#article1
st.ii-ii.q034.a002,st.ii-ii.q034,ii-ii,34,2,Is hatred of God the greatest of sins?,II-II q.34 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2561,[],False,https://www.newadvent.org/summa/3034.htm#article2
st.ii-ii.q034.a003,st.ii-ii.q034,ii-ii,34,3,Is hatred of one's neighbor always a sin?,II-II q.34 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1462,[],False,https://www.newadvent.org/summa/3034.htm#article3
st.ii-ii.q034.a004,st.ii-ii.q034,ii-ii,34,4,Is it the greatest of all sins against our neighbor?,II-II q.34 a.4,partial,1,"[""resp""]","[""ad""]",894,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3034.htm#article4
st.ii-ii.q034.a005,st.ii-ii.q034,ii-ii,34,5,Is it a capital sin?,II-II q.34 a.5,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1993,[],False,https://www.newadvent.org/summa/3034.htm#article5
st.ii-ii.q034.a006,st.ii-ii.q034,ii-ii,34,6,From what capital sin does it arise?,II-II q.34 a.6,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2822,[],False,https://www.newadvent.org/summa/3034.htm#article6
st.ii-ii.q035.a001,st.ii-ii.q035,ii-ii,35,1,Is sloth a sin?,II-II q.35 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3529,[],False,https://www.newadvent.org/summa/3035.htm#article1
st.ii-ii.q035.a002,st.ii-ii.q035,ii-ii,35,2,Is it a special vice?,II-II q.35 a.2,partial,1,"[""resp""]","[""ad""]",1296,"[""article_missing_replies""]",False,https://www.newadvent.org/summa/3035.htm#article2
st.ii-ii.q035.a003,st.ii-ii.q035,ii-ii,35,3,Is it a mortal sin?,II-II q.35 a.3,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],2237,[],False,https://www.newadvent.org/summa/3035.htm#article3
st.ii-ii.q035.a004,st.ii-ii.q035,ii-ii,35,4,Is it a capital sin?,II-II q.35 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],4276,[],False,https://www.newadvent.org/summa/3035.htm#article4
st.ii-ii.q036.a001,st.ii-ii.q036,ii-ii,36,1,What is envy?,II-II q.36 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3166,[],False,https://www.newadvent.org/summa/3036.htm#article1
st.ii-ii.q036.a002,st.ii-ii.q036,ii-ii,36,2,Is it a sin?,II-II q.36 a.2,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3090,[],False,https://www.newadvent.org/summa/3036.htm#article2
st.ii-ii.q036.a003,st.ii-ii.q036,ii-ii,36,3,Is it a mortal sin?,II-II q.36 a.3,ok,3,"[""resp"", ""ad"", ""ad""]",[],2392,[],False,https://www.newadvent.org/summa/3036.htm#article3
st.ii-ii.q036.a004,st.ii-ii.q036,ii-ii,36,4,"Is it a capital sin, and which are its daughters?",II-II q.36 a.4,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3001,[],False,https://www.newadvent.org/summa/3036.htm#article4
st.ii-ii.q037.a001,st.ii-ii.q037,ii-ii,37,1,Is discord a sin?,II-II q.37 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3306,[],False,https://www.newadvent.org/summa/3037.htm#article1
st.ii-ii.q037.a002,st.ii-ii.q037,ii-ii,37,2,Is it a daughter of vainglory?,II-II q.37 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1819,[],False,https://www.newadvent.org/summa/3037.htm#article2
st.ii-ii.q038.a001,st.ii-ii.q038,ii-ii,38,1,Is contention a mortal sin?,II-II q.38 a.1,ok,5,"[""resp"", ""ad"", ""ad"", ""ad"", ""ad""]",[],3468,[],False,https://www.newadvent.org/summa/3038.htm#article1
st.ii-ii.q038.a002,st.ii-ii.q038,ii-ii,38,2,Is it a daughter of vainglory?,II-II q.38 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],1512,[],False,https://www.newadvent.org/summa/3038.htm#article2
st.ii-ii.q039.a001,st.ii-ii.q039,ii-ii,39,1,Is schism a special sin?,II-II q.39 a.1,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3593,[],False,https://www.newadvent.org/summa/3039.htm#article1
st.ii-ii.q039.a002,st.ii-ii.q039,ii-ii,39,2,Is it graver than unbelief?,II-II q.39 a.2,ok,4,"[""resp"", ""ad"", ""ad"", ""ad""]",[],3848,[],False,https://www.newadvent.org/summa/3039.htm#article2
